predict
-0.317875757938684
-0.1166230147477085
-0.1149735905537499
-0.0442679337104706
-0.0916781352858139
-0.090312571012848
-0.0796372071342702
-0.1816771590142269
-0.158259839187755
-0.0596779394740787
-0.0177465059698386
0.0222366108443418
-0.0967090834394084
-0.0563922727515358
-0.0884504927980367
-0.0222705972836254
-0.0125159455543641
-0.1911218774248411
0.0606544031699766
-0.0813536001192689
-0.1704736413376588
-0.0264257702613554
-0.0195182831932088
